tweet_id,retweet_count,favorite_count
834574053763584002,2773,14565
834477809192075265,11662,0
834458053273591808,1826,10225
834209720923721728,5247,21915
834167344700198914,3966,16746
834089966724603904,2326,10688
834086379323871233,2422,13890
833863086058651648,2633,14263
833826103416520705,3762,16320
833732339549220864,238,0
833722901757046785,3502,21993
833479644947025920,2264,15819
833124694597443584,5295,21488
832998151111966721,2430,14171
832769181346996225,40,0
832757312314028032,3969,17907
832682457690300417,3210,12660
832645525019123713,568,3110
832636094638288896,3068,16905
832397543355072512,2441,12722
832369877331693569,3488,18249
832273440279240704,2557,12048
832215909146226688,6789,0
832215726631055365,10288,0
832088576586297345,2,71
832040443403784192,10659,0
832032802820481025,5108,19021
831939777352105988,6734,25574
831926988323639298,36,363
831911600680497154,7155,29476
831670449226514432,1992,11129
831650051525054464,2140,7654
831552930092285952,2516,9603
831322785565769729,1671,9788
831315979191906304,1224,6950
831309418084069378,2676,12489
831262627380748289,2252,12694
830956169170665475,1645,8511
830583320585068544,18506,71401
830173239259324417,6271,0
830097400375152640,3310,10498
829878982036299777,5519,0
829861396166877184,2155,13059
829501995190984704,11662,33889
829449946868879360,2229,11170
829374341691346946,10246,36986
829141528400556032,8154,26201
829011960981237760,17836,56576
828801551087042563,3735,0
828770345708580865,6473,27317
828708714936930305,12351,39115
828650029636317184,1480,10165
828409743546925057,1266,6719
828408677031882754,1409,8167
828381636999917570,2441,13507
828376505180889089,1171,7903
828372645993398273,3228,13397
828361771580813312,186,2344
828046555563323392,3154,12575
828011680017821696,2361,11075
827933404142436356,5747,21547
827653905312006145,3308,16507
827600520311402496,1042,7922
827324948884643840,3374,16996
827199976799354881,2467,11319
826958653328592898,5519,23128
826848821049180160,11298,39077
826615380357632002,4344,0
826598799820865537,281,5484
826598365270007810,2586,10785
826476773533745153,4626,19712
826240494070030336,2853,14205
826204788643753985,1028,5220
826115272272650244,3453,16792
825876512159186944,2056,11210
825829644528148480,2743,13648
825535076884762624,18982,55764
825147591692263424,5046,19603
825120256414846976,1421,0
825026590719483904,1421,6814
824796380199809024,6060,0
824775126675836928,3897,16038
824663926340194305,1919,10797
824325613288833024,11463,12629
824297048279236611,4267,16128
824025158776213504,652,5119
823939628516474880,2999,11432
823719002937630720,12426,0
823699002998870016,2668,13491
823581115634085888,2928,13987
823333489516937216,29,752
823322678127919110,4443,16915
823269594223824897,10899,0
822975315408461824,3801,18570
822872901745569793,48562,142140
822859134160621569,2521,14172
822647212903690241,7086,0
822610361945911296,3274,15863
822489057087389700,7086,19494
822462944365645825,16284,30653
822244816520155136,10899,37661
822163064745328640,5327,0
821886076407029760,2593,12209
821813639212650496,3698,0
821765923262631936,1846,9057
821522889702862852,1954,8613
821421320206483457,6195,0
821407182352777218,4823,12661
821153421864615936,10,273
821149554670182400,2225,9392
821107785811234820,2360,10329
821044531881721856,2534,13611
820837357901512704,7410,0
820749716845686786,11003,33943
820690176645140481,3567,13125
820494788566847489,627,0
820446719150292993,2857,0
820314633777061888,627,3588
820078625395449857,6958,21295
820013781606658049,1311,0
819952236453363712,1311,5719
819924195358416896,5368,13846
819711362133872643,3482,14477
819588359383371776,2183,10295
819347104292290561,1334,7771
819238181065359361,448,2466
819227688460238848,7410,24862
819015337530290176,40645,0
819015331746349057,20967,0
819006400881917954,20967,48563
819004803107983360,40645,92984
818646164899774465,23142,0
818627210458333184,8265,23914
818614493328580609,2869,10622
818588835076603904,6823,0
818536468981415936,2749,11761
818307523543449600,9025,0
818259473185828864,2537,11876
818145370475810820,2884,13240
817908911860748288,874,5212
817827839487737858,30107,55912
817777686764523521,2959,11523
817536400337801217,3367,12714
817502432452313088,3770,0
817423860136083457,16655,36914
817415592588222464,1073,6065
817181837579653120,9459,0
817171292965273600,2234,9404
817120970343411712,2910,13105
817056546584727552,1832,9234
816829038950027264,5243,0
816816676327063552,2263,10768
816697700272001025,2449,10569
816450570814898180,9025,32987
816336735214911488,2171,9278
816091915477250048,2392,9630
816062466425819140,1163,0
816014286006976512,5905,0
815990720817401858,1163,5387
815966073409433600,9459,24232
815745968457060357,4599,0
815736392542261248,2519,10614
815639385530101762,1836,8873
815390420867969024,4228,11163
814986499976527872,1438,8245
814638523311648768,3015,12191
814578408554463233,6467,0
814530161257443328,2059,9354
814153002265309185,9674,31039
813944609378369540,3580,0
813910438903693312,2099,10026
813812741911748608,15602,39224
813800681631023104,1959,9018
813217897535406080,8118,20186
813202720496779264,2007,9909
813187593374461952,4866,21427
813172488309972993,2135,10082
813157409116065792,2467,8370
813142292504645637,2630,9086
813130366689148928,494,4821
813127251579564032,3490,12808
813112105746448384,3075,11175
813096984823349248,4017,11367
813081950185472002,3085,10664
813066809284972545,2167,8598
813051746834595840,8161,22637
812781120811126785,2128,8184
812747805718642688,7743,0
812709060537683968,1595,7154
812503143955202048,1365,6563
812466873996607488,2146,8642
812372279581671427,4090,14811
811985624773361665,1566,7851
811744202451197953,1794,8160
811647686436880384,826,6040
811627233043480576,3495,13855
811386762094317568,7136,22607
810984652412424192,1593,5768
810896069567610880,1994,9787
810657578271330305,2945,11857
810284430598270976,12739,38360
810254108431155201,3735,15882
809920764300447744,4344,16755
809808892968534016,5468,0
809448704142938112,1639,7497
809220051211603969,6271,21578
809084759137812480,3907,14285
808838249661788160,3389,10924
808733504066486276,2411,8554
808501579447930884,2899,12216
808344865868283904,23142,45997
808134635716833280,6659,0
808106460588765185,2437,9431
808001312164028416,3938,13607
807621403335917568,4111,15776
807106840509214720,60433,122009
807059379405148160,8190,0
807010152071229440,4256,14091
806629075125202948,38968,81405
806620845233815552,6169,0
806576416489959424,2144,5245
806542213899489280,2643,11058
806242860592926720,13060,0
806219024703037440,1338,6948
805958939288408065,6007,0
805932879469572096,2126,8955
805826884734976000,2047,7137
805823200554876929,8991,0
805520635690676224,1847,6209
805487436403003392,2827,9491
805207613751304193,1899,8431
804738756058218496,4306,14883
804475857670639616,2242,6671
804413760345620481,3588,0
804026241225523202,18093,48332
803773340896923648,3095,10882
803692223237865472,8292,0
803638050916102144,4629,11908
803380650405482500,2073,8390
803321560782307329,5947,0
803276597545603072,2758,10862
802952499103731712,2243,9769
802624713319034886,3269,0
802600418706604034,1640,7711
802572683846291456,2802,9692
802323869084381190,6528,17620
802265048156610565,1517,6933
802239329049477120,2908,9835
802185808107208704,297,0
801958328846974976,1908,8361
801854953262350336,261,1909
801538201127157760,2301,8879
801285448605831168,928,6575
801167903437357056,6659,26586
801127390143516673,4444,0
801115127852503040,2331,8755
800859414831898624,107,748
800855607700029440,1815,0
800751577355128832,3102,11386
800513324630806528,3360,14242
800459316964663297,2404,10242
800443802682937345,4827,0
800388270626521089,3132,12088
800188575492947969,4402,0
800141422401830912,2857,16584
800018252395122689,14713,30769
799774291445383169,5240,0
799757965289017345,2412,9112
799422933579902976,2134,8715
799308762079035393,6189,0
799297110730567681,3094,10766
799063482566066176,2744,8779
798933969379225600,5005,14280
798925684722855936,1601,8056
798705661114773508,7396,0
798701998996647937,8732,0
798697898615730177,7265,0
798694562394996736,5543,0
798686750113755136,2594,0
798682547630837760,5284,0
798673117451325440,6214,0
798665375516884993,4342,0
798644042770751489,2069,0
798628517273620480,2198,0
798585098161549313,6386,0
798576900688019456,6566,0
798340744599797760,3755,0
798209839306514432,2849,11262
797971864723324932,3506,12645
797545162159308800,5424,15731
797236660651966464,7403,21713
797165961484890113,31,250
796904159865868288,9955,0
796865951799083009,2125,8327
796759840936919040,3417,12884
796563435802726400,8171,0
796484825502875648,1963,8223
796387464403357696,4653,11944
796177847564038144,15984,0
796149749086875649,15984,35108
796125600683540480,1993,5360
796116448414461957,2706,9864
796080075804475393,2588,9160
796031486298386433,4123,11721
795464331001561088,26610,54087
795400264262053889,3200,10965
795076730285391872,6060,17615
794983741416415232,3771,0
794926597468000259,2587,11156
794355576146903043,11498,0
794332329137291264,2951,10377
794205286408003585,3696,9981
793962221541933056,5468,18269
793845145112371200,2095,9989
793614319594401792,3497,0
793601777308463104,1827,8661
793500921481273345,2665,11613
793286476301799424,10288,26729
793271401113350145,2638,9368
793256262322548741,9308,21680
793241302385262592,3666,11427
793226087023144960,3196,10674
793210959003287553,3149,9696
793195938047070209,6283,16574
793180763617361921,2223,7509
793165685325201412,3103,10202
793150605191548928,1907,6697
793135492858580992,2782,7015
793120401413079041,4362,13777
792913359805018113,4492,15585
792883833364439040,4763,12271
792773781206999040,1877,7974
792394556390137856,4782,14625
792050063153438720,2006,7794
791821351946420224,23482,0
791784077045166082,10786,0
791780927877898241,4238,0
791774931465953280,24798,48935
791672322847637504,3497,12748
791406955684368384,4599,14246
791312159183634433,2839,9526
791026214425268224,4601,0
790987426131050500,2390,10743
790946055508652032,5243,18013
790723298204217344,2592,0
790698755171364864,2130,8891
790581949425475584,8004,22440
790337589677002753,2085,8483
790277117346975746,3580,13606
790227638568808452,3991,0
789986466051088384,2592,10034
789960241177853952,4649,0
789903600034189313,4613,11277
789628658055020548,1984,8165
789599242079838210,2165,7342
789530877013393408,3771,12761
789314372632018944,2564,9336
789280767834746880,5527,0
789268448748703744,2886,9883
789137962068021249,3115,10532
788908386943430656,13843,29703
788765914992902144,11498,29744
788552643979468800,8058,0
788412144018661376,5911,16886
788178268662984705,2369,7845
788150585577050112,1451,6669
788070120937619456,3810,0
788039637453406209,1482,6668
787810552592695296,3403,9401
787717603741622272,3099,11062
787397959788929025,3159,11753
787322443945877504,1947,8438
787111942498508800,7480,0
786963064373534720,8919,28799
786729988674449408,2697,0
786709082849828864,6789,19710
786664955043049472,2865,11560
786595970293370880,3456,10184
786363235746385920,3909,11815
786286427768250368,3190,8645
786233965241827333,5327,16603
786051337297522688,171,1554
786036967502913536,7885,0
785927819176054784,3528,12306
785872687017132033,2031,7244
785639753186217984,2467,8467
785533386513321988,2240,9871
785515384317313025,1407,6610
785264754247995392,1828,7866
785170936622350336,5415,13114
784826020293709826,3588,10969
784517518371221505,2827,9714
784431430411685888,1428,6162
784183165795655680,8991,21768
784057939640352768,12426,32378
783839966405230592,12043,32552
783821107061198850,2196,7972
783695101801398276,3585,11300
783466772167098368,2510,9143
783391753726550016,6147,18274
783347506784731136,6253,0
783334639985389568,13060,31650
783085703974514689,2472,8811
782969140009107456,8190,26101
782747134529531904,1555,8073
782722598790725632,6007,18663
782598640137187329,2090,8415
782305867769217024,6195,18042
782021823840026624,6948,0
781955203444699136,3737,12005
781661882474196992,3007,11296
781655249211752448,1247,4334
781524693396357120,6169,22425
781308096455073793,2831,7714
781251288990355457,2337,9120
781163403222056960,3032,10551
780931614150983680,8171,23381
780858289093574656,2215,7777
780800785462489090,1445,5965
780601303617732608,3698,13056
780543529827336192,1925,6809
780496263422808064,4131,0
780476555013349377,129,0
780459368902959104,1183,5707
780192070812196864,2484,9406
780092040432480260,2558,0
780074436359819264,5555,13239
779834332596887552,7885,20545
779377524342161408,3453,9536
779124354206535695,20440,0
779123168116150273,4047,12749
779056095788752897,5029,15985
778990705243029504,8095,21644
778774459159379968,11064,0
778764940568104960,407,926
778748913645780993,1481,7452
778650543019483137,1659,6234
778624900596654080,1123,5021
778408200802557953,4833,14732
778396591732486144,13590,0
778383385161035776,1224,6309
778286810187399168,3681,11224
778039087836069888,2927,9150
778027034220126208,1804,7089
777953400541634568,3903,0
777885040357281792,1822,6868
777684233540206592,3269,12118
777641927919427584,4722,0
777621514455814149,2767,9472
777189768882946048,4806,15450
776819012571455488,15231,0
776813020089548800,1339,5260
776477788987613185,3117,9560
776249906839351296,10167,0
776218204058357768,17707,32390
776201521193218049,2794,10348
776113305656188928,4827,12673
776088319444877312,168,1978
775898661951791106,17429,0
775842724423557120,2977,12638
775733305207554048,4444,14922
775729183532220416,5069,13921
775364825476165632,3309,8021
775350846108426240,4347,10947
775085132600442880,5240,16756
774757898236878852,1961,9198
774639387460112384,1923,7234
774314403806253056,6189,23453
773985732834758656,4309,11574
773922284943896577,1917,6894
773704687002451968,1818,7112
773670353721753600,1438,5739
773547596996571136,6823,23760
773336787167145985,5643,0
773308824254029826,8264,25010
773247561583001600,3557,10128
773191612633579521,4548,10767
772877495989305348,4291,9251
772826264096874500,2572,8590
772615324260794368,3725,0
772581559778025472,1874,6972
772193107915964416,1534,6470
772152991789019136,1239,4066
772117678702071809,808,4032
772114945936949249,521,2915
772102971039580160,1020,4312
771908950375665664,2099,7075
771770456517009408,3755,12939
771500966810099713,2896,8905
771380798096281600,5643,11328
771171053431250945,8360,0
771136648247640064,3229,9900
771102124360998913,1585,6706
771014301343748096,1827,7402
770787852854652928,1355,5344
770772759874076672,1565,5584
770655142660169732,1922,7887
770414278348247044,2272,6772
770293558247038976,1646,6713
770093767776997377,3354,0
770069151037685760,2546,8156
769940425801170949,10659,33856
769695466921623552,1833,6881
769335591808995329,8481,0
769212283578875904,1897,5801
768970937022709760,7229,15503
768909767477751808,2992,0
768855141948723200,985,4520
768609597686943744,1337,4427
768596291618299904,1409,5400
768554158521745409,6420,0
768473857036525572,3790,14656
768193404517830656,3903,11724
767884188863397888,1548,5102
767754930266464257,5947,17226
767500508068192258,2570,8046
767191397493538821,4208,13220
767122157629476866,3143,10869
766864461642756096,6251,0
766793450729734144,1497,5465
766714921925144576,423,2795
766693177336135680,872,4329
766423258543644672,1758,6476
766313316352462849,2077,7288
766078092750233600,2861,0
766069199026450432,959,4598
766008592277377025,543,4012
765719909049503744,2377,7780
765669560888528897,1342,5575
765395769549590528,3736,28333
765371061932261376,2371,7606
765222098633691136,3725,12482
764857477905154048,1953,6895
764259802650378240,1675,6505
763956972077010945,59,794
763837565564780549,4601,13555
763183847194451968,1629,5812
763167063695355904,3329,0
763103485927849985,2503,7908
762699858130116608,3991,13086
762471784394268675,7173,12137
762464539388485633,4649,11114
762316489655476224,1244,5182
762035686371364864,17184,34368
761976711479193600,2225,5808
761750502866649088,4345,0
761745352076779520,942,4571
761672994376806400,31951,53152
761599872357261312,1293,4431
761371037149827077,19728,0
761334018830917632,1599,5594
761292947749015552,1210,4803
761227390836215808,1710,5710
761004547850530816,3810,12106
760893934457552897,1067,4099
760656994973933572,2115,7095
760641137271070720,1416,5314
760539183865880579,3989,8139
760521673607086080,1538,4540
760290219849637889,12628,28735
760252756032651264,950,4225
760190180481531904,1993,6117
760153949710192640,35,0
759943073749200896,2306,6372
759923798737051648,6251,15753
759846353224826880,2184,7219
759793422261743616,2094,6392
759566828574212096,23269,0
759557299618865152,1289,5048
759447681597108224,2697,9112
759446261539934208,536,1791
759197388317847553,2132,6501
759159934323924993,1291,0
759099523532779520,4603,15588
759047813560868866,2215,6994
758854675097526272,983,3807
758828659922702336,4204,11979
758474966123810816,1087,4099
758467244762497024,2449,5153
758405701903519748,2110,5572
758355060040593408,1192,3675
758099635764359168,11064,20580
758041019896193024,414,2907
757741869644341248,3572,7383
757729163776290825,8919,0
757725642876129280,1338,4855
757611664640446465,1226,4878
757597904299253760,321,0
757596066325864448,1167,4663
757400162377592832,7498,16255
757393109802180609,1918,6263
757354760399941633,1562,4840
756998049151549440,2185,6714
756939218950160384,2205,7122
756651752796094464,1450,5435
756526248105566208,3972,11146
756303284449767430,1190,4238
756288534030475264,19198,45769
756275833623502848,1684,6911
755955933503782912,3167,7868
755206590534418437,5900,17643
755110668769038337,12139,22741
754874841593970688,8804,0
754856583969079297,2768,7367
754747087846248448,573,2752
754482103782404096,2139,5692
754449512966619136,808,4012
754120377874386944,2563,8394
753655901052166144,2390,6265
753420520834629632,3909,8475
753398408988139520,2105,6207
753375668877008896,2558,8163
753298634498793472,6326,0
753294487569522689,1145,3640
753039830821511168,22975,39731
753026973505581056,1067,4166
752932432744185856,7480,13511
752917284578922496,1722,7363
752701944171524096,3163,0
752682090207055872,1760,6425
752660715232722944,1728,4722
752568224206688256,2504,5935
752519690950500352,3771,7900
752334515931054080,1207,4085
752309394570878976,18266,0
752173152931807232,2025,6373
751950017322246144,1020,3297
751937170840121344,1472,5579
751830394383790080,2146,6208
751793661361422336,3199,6272
751598357617971201,3318,8449
751583847268179968,1225,4721
751538714308972544,1390,5390
751456908746354688,1091,3421
751251247299190784,6436,13364
751205363882532864,2006,6752
751132876104687617,1430,5438
750868782890057730,1518,5114
750719632563142656,5527,14110
750506206503038976,1261,4768
750429297815552001,4722,14085
750383411068534784,1241,4852
750381685133418496,35,735
750147208377409536,1058,3308
750132105863102464,1389,3883
750117059602808832,1422,4616
750101899009982464,919,3245
750086836815486976,597,2317
750071704093859840,3649,8391
750056684286914561,976,3349
750041628174217216,676,3392
750026558547456000,864,2898
750011400160841729,996,3469
749996283729883136,882,3229
749981277374128128,2682,5465
749774190421639168,1432,4969
749417653287129088,1825,6526
749403093750648834,600,2806
749395845976588288,3787,9196
749317047558017024,2424,5861
749075273010798592,2259,6158
749064354620928000,1650,5114
749036806121881602,851,3306
748977405889503236,3722,11449
748932637671223296,2465,6239
748705597323898880,1034,2952
748699167502000129,1752,5062
748692773788876800,1451,4525
748575535303884801,2178,6471
748568946752774144,730,2328
748346686624440324,1344,5577
748337862848962560,4505,8217
748324050481647620,835,3959
748307329658011649,780,3912
748220828303695873,8502,15060
747963614829678593,2348,6178
747933425676525569,2787,7069
747885874273214464,1082,3147
747844099428986880,816,2992
747816857231626240,1270,5176
747651430853525504,171,1472
747648653817413632,6370,13749
747600769478692864,598,2472
747594051852075008,1151,3932
747512671126323200,1728,5914
747461612269887489,1131,4125
747439450712596480,2096,5793
747242308580548608,3143,0
747219827526344708,1723,5625
747204161125646336,1002,3603
747103485104099331,4361,10206
746906459439529985,326,3081
746872823977771008,2343,6381
746818907684614144,1876,5639
746790600704425984,1731,5180
746757706116112384,4238,10186
746726898085036033,1950,6434
746542875601690625,2032,5357
746521445350707200,1070,0
746507379341139972,1174,4936
746369468511756288,1797,6577
746131877086527488,2397,7349
746056683365994496,894,3778
745789745784041472,1164,4300
745712589599014916,2531,7436
745433870967832576,2766,7550
745422732645535745,2648,9129
745314880350101504,3017,7621
745074613265149952,3835,8339
745057283344719872,2482,7697
744995568523612160,682,3173
744971049620602880,2929,8376
744709971296780288,1692,5950
744334592493166593,2326,7194
744234799360020481,84146,162073
744223424764059648,405,1807
743980027717509120,1181,4411
743895849529389061,1041,3870
743835915802583040,2273,0
743609206067040256,1495,4768
743595368194129920,7129,19629
743545585370791937,1017,3743
743510151680958465,4015,8392
743253157753532416,1313,4498
743222593470234624,2069,6587
743210557239623680,1475,4071
742534281772302336,3854,7483
742528092657332225,2165,4716
742465774154047488,4218,7700
742423170473463808,4131,10448
742385895052087300,2163,7218
742161199639494656,1489,4602
742150209887731712,1694,5469
741793263812808706,1642,4843
741743634094141440,3001,8680
741438259667034112,908,3895
741303864243200000,3510,9313
741099773336379392,6015,10672
741067306818797568,3354,10020
740995100998766593,3002,6803
740711788199743490,1012,3616
740699697422163968,843,3006
740676976021798912,7396,19254
740373189193256964,14463,36874
740365076218183684,472,2637
740359016048689152,928,3504
740214038584557568,2134,7105
739979191639244800,6420,21164
739932936087216128,1173,4302
739844404073074688,925,4016
739623569819336705,1476,4040
739606147276148736,1802,5712
739544079319588864,23269,42172
739485634323156992,3192,7636
739238157791694849,62777,121430
738891149612572673,6,113
738885046782832640,1237,4000
738883359779196928,882,3547
738537504001953792,1696,5411
738402415918125056,924,3471
738184450748633089,1318,4585
738166403467907072,3702,9326
738156290900254721,712,2684
737826014890496000,1919,5588
737800304142471168,3757,10585
737678689543020544,1453,5348
737445876994609152,4841,10930
737322739594330112,878,3824
737310737551491075,8036,15578
736736130620620800,1885,4579
736392552031657984,8058,18821
736365877722001409,1358,4232
736225175608430592,2999,8624
736010884653420544,3227,8386
735991953473572864,1247,3821
735648611367784448,1186,4250
735635087207878657,2564,6561
735274964362878976,5497,13787
735256018284875776,959,3552
735137028879360001,1049,3320
734912297295085568,557,2905
734787690684657664,6814,13314
734776360183431168,586,2655
734559631394082816,429,1585
